"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","gene"
"RPSAP6",1.92935178561431,0.997481728392679,18.7327788133714,1.30212748002728e-55,1.46911014909813e-53,115.844818267904,"Up","RPSAP6"
"TTLL10-AS1",-2.46854495393067,1.76939527179281,-18.7279554188863,1.3642530119446e-55,1.53126852242751e-53,115.798420743423,"Down","TTLL10-AS1"
"AFF3",-1.23663876341219,8.45732019331042,-18.7123805907919,1.58582033537715e-55,1.77083270783781e-53,115.64860433317,"Down","AFF3"
"ATAD2B",-0.90521641684531,9.04957835248944,-18.7039156763172,1.72098095010629e-55,1.91195715247778e-53,115.567180490292,"Not","ATAD2B"
"PCDH12",1.00602088552681,5.87653913182647,18.6850603508484,2.06489950678591e-55,2.28239526701843e-53,115.385814968208,"Up","PCDH12"
"SECISBP2L",-0.974142339749164,8.8001168302824,-18.6483312121758,2.94455683142768e-55,3.23826893961302e-53,115.032539287062,"Not","SECISBP2L"
"RNVU1-15",2.08493332294144,1.17572857812257,18.6205255578013,3.85204300614639e-55,4.21498675672551e-53,114.765106646645,"Up","RNVU1-15"
"CYP4B1",2.68305162258128,-0.039873786507988,18.6186371582848,3.92296632112063e-55,4.27112958212009e-53,114.746944601154,"Up","CYP4B1"
"DHFR2",-0.71270317574559,7.3179368015848,-18.5714058876773,6.1913070595102e-55,6.70724931446938e-53,114.292707647514,"Not","DHFR2"
"FAM214A",-0.884336928373424,9.25640360968679,-18.567245497667,6.44521342371408e-55,6.9477486287809e-53,114.25269775332,"Not","FAM214A"
"MYO18B",-3.49303135599058,4.2945206238065,-18.560433429239,6.88362394567327e-55,7.38378873975544e-53,114.187187683477,"Down","MYO18B"
"MAPK12",1.11413168070337,3.96723458160707,18.5591881341132,6.96693404944275e-55,7.43651906503019e-53,114.175212058933,"Up","MAPK12"
"DDI2",-0.575171539932741,8.93842600964282,-18.5565456058061,7.14707327224876e-55,7.59158636601057e-53,114.149799758006,"Not","DDI2"
"KLHL35",1.48599486593785,3.55181590630856,18.5511804252707,7.52726664617685e-55,7.95661316604374e-53,114.098205010785,"Up","KLHL35"
"CHMP1B2P",1.9244376751156,0.333981494342378,18.547786859962,7.77811834846684e-55,8.18205444627369e-53,114.065570744987,"Up","CHMP1B2P"
"TOP1MT",1.0297881543796,6.94489898204279,18.5409114391616,8.31226126128957e-55,8.70189850791251e-53,113.999453802215,"Up","TOP1MT"
"KMT2C",-0.866439418319628,11.0129887813119,-18.5350089661663,8.79998039727691e-55,9.16840062922032e-53,113.942693817019,"Not","KMT2C"
"MT1E",2.22660205638209,2.97805857062062,18.5270876397227,9.4997780808315e-55,9.85036512905267e-53,113.866520920365,"Up","MT1E"
"FBLN1",2.83153869473455,0.988285429244155,18.4530648072336,1.94192184915047e-54,2.00404494148111e-52,113.154762102358,"Up","FBLN1"
"MARK1",-2.51651661296804,2.19797979445351,-18.4368610717211,2.27090328273419e-54,2.33249617837439e-52,112.99897146198,"Down","MARK1"
"RPS4XP22",6.51674683398028,-0.787317334000415,18.4351628925328,2.30845573262747e-54,2.3599353792471e-52,112.982644655592,"Up","RPS4XP22"
"DHDDS",0.423761173765062,8.34249477746378,18.3717632607244,4.25822633582655e-54,4.33284478797304e-52,112.373146471035,"Not","DHDDS"
"BMERB1",0.964649217521051,5.0975411962423,18.3609731498952,4.72585332980985e-54,4.78630029100509e-52,112.269423774325,"Not","BMERB1"
"MAPK11",1.04962542462379,5.09470263986535,18.3403029325515,5.76983853170339e-54,5.81658490869636e-52,112.070733667827,"Up","MAPK11"
"NUP62CL",-2.24925313997035,3.31894831698892,-18.3108574365792,7.667256031914e-54,7.69375576474319e-52,111.787709977852,"Down","NUP62CL"
"TAPBPL",0.674570852506433,8.74442464616383,18.3042690724391,8.17083207643789e-54,8.16146185616675e-52,111.724386985617,"Not","TAPBPL"
"RPSAP43",1.71757776101404,-0.337133188211115,18.2982754436136,8.65761689117384e-54,8.60820126964888e-52,111.666781141289,"Up","RPSAP43"
"PTK7",-1.52455405968252,6.19125294477726,-18.2914207881698,9.24997105164051e-54,9.155369074976e-52,111.60090092871,"Down","PTK7"
"MYO1E",-1.29737041355062,7.39617128976557,-18.2827643924796,1.00562596107972e-53,9.90837344005015e-52,111.517705871293,"Down","MYO1E"
"CSRP1",0.550320489478722,8.94342926644835,18.2817639175414,1.01538652775823e-53,9.95947821708807e-52,111.508090611131,"Not","CSRP1"
"TLK2",-0.391943528758869,8.98758704793857,-18.2280937218352,1.70470994483778e-53,1.66457663896155e-51,110.99232128728,"Not","TLK2"
"CLPX",-0.466090745845898,9.25301461930019,-18.2153600508034,1.92767238887235e-53,1.87388688695069e-51,110.869962417339,"Not","CLPX"
"PXDN",-3.69787307857449,4.74982238800653,-18.2042856647047,2.14515304054505e-53,2.07603144257193e-51,110.763551411571,"Down","PXDN"
"GAL",2.72694926640584,-0.471208590872605,18.1667606700001,3.08145849175844e-53,2.96897162203717e-51,110.403009022022,"Up","GAL"
"KIAA1671",-1.44813276819433,6.93908622929024,-18.1658600547869,3.10836012281698e-53,2.98169787111629e-51,110.394356357478,"Down","KIAA1671"
"SPIN4",-1.43672319528032,5.76080630152326,-18.1513233948412,3.57652782156524e-53,3.41574093485013e-51,110.254698638759,"Down","SPIN4"
"LINC00221",-2.98689951423779,2.70892981892123,-18.1353701498827,4.17182844336732e-53,3.96688053949011e-51,110.101438636309,"Down","LINC00221"
"CEACAM8",-3.23345831655945,6.65048630386363,-18.1189114514084,4.88997210655283e-53,4.62952794000817e-51,109.943330901413,"Down","CEACAM8"
"C1D",-1.21678947443927,6.91987563926279,-18.096312344917,6.0815686609749e-53,5.73273409492331e-51,109.726249966997,"Down","C1D"
"MKRN3",-2.59166589775949,4.04638785703357,-18.081410682756,7.02202540292842e-53,6.59071565296407e-51,109.583117379367,"Down","MKRN3"
"TSHZ2",1.30766115830661,5.98793137559552,18.0546735041502,9.08865200059134e-53,8.4576633994449e-51,109.326320809876,"Up","TSHZ2"
"NUP153",-0.678675980461701,9.83264946120256,-18.0542877671346,9.12253967923801e-53,8.4576633994449e-51,109.322616178199,"Not","NUP153"
"ZNF594",-1.52328471659959,6.53192603646535,-18.0542294550974,9.12767347356855e-53,8.4576633994449e-51,109.322056147795,"Down","ZNF594"
"SFRP4",3.34388595613038,0.290959732284695,18.040129558635,1.04577677079745e-52,9.64906321360785e-51,109.186643641533,"Up","SFRP4"
"PLCXD2",-1.74907698231188,5.58281388474245,-18.0070642134137,1.43870770494389e-52,1.32185064452123e-50,108.869116919464,"Down","PLCXD2"
"JMJD1C",-0.975207521405716,11.0806706392557,-17.9957964371715,1.60390072788427e-52,1.46743438444034e-50,108.760920890245,"Not","JMJD1C"
"GPR20",2.47374954757727,2.16260599056243,17.9782659619456,1.89939585742905e-52,1.7305165186409e-50,108.592597598479,"Up","GPR20"
"MSH5",0.980392684235979,4.47257319339267,17.9745303476047,1.96908286684934e-52,1.78653247606852e-50,108.556730543445,"Not","MSH5"
"MTMR1",-0.451527617791122,9.24899214578993,-17.954177920593,2.39616511843372e-52,2.1649998113649e-50,108.361327836705,"Not","MTMR1"
"LOC105370792",1.56733199363134,5.59983338127941,17.952556885478,2.43392227316816e-52,2.18708949662227e-50,108.345764990123,"Up","LOC105370792"
"CYP4F22",1.78327319046749,4.05130484718689,17.952268496278,2.44070148187928e-52,2.18708949662227e-50,108.342996301904,"Up","CYP4F22"
"ISM2",1.8729792860577,0.0425011129397794,17.9516189363219,2.45604000173894e-52,2.19181438679776e-50,108.336760195157,"Up","ISM2"
"ZNF827",-0.870296086166954,7.21849003452023,-17.9509715967075,2.47142195491145e-52,2.19653930890599e-50,108.330545419935,"Not","ZNF827"
"ZFP36L2",-0.723084711415494,12.0631926375641,-17.9392161303991,2.76812091752153e-52,2.45023711296876e-50,108.217689859404,"Not","ZFP36L2"
"NEURL1",1.38840962420656,6.26704684180798,17.931921536585,2.96987134681218e-52,2.61817605574232e-50,108.147662370937,"Up","NEURL1"
"TENT4B",-0.921136704588313,8.35560462173083,-17.9294867603208,3.0404316006436e-52,2.66957250419413e-50,108.124289156398,"Not","TENT4B"
"CORIN",2.28172252379115,3.03237895592673,17.925156435375,3.17009122652627e-52,2.77223841195219e-50,108.082719708907,"Up","CORIN"
"NR3C1",-0.608881692133442,10.612901495888,-17.9226782901916,3.24676415709118e-52,2.82793158082642e-50,108.058930782673,"Not","NR3C1"
"MBL1P",2.07103943779683,-0.00233385214357591,17.916821012133,3.43543589709249e-52,2.98034329319478e-50,108.002704811513,"Up","MBL1P"
"CXCL9",2.09851870936213,2.06628328124843,17.9116533372729,3.61097393720705e-52,3.12019672550331e-50,107.953099629135,"Up","CXCL9"
"POLR2J3",1.32536967271348,6.25255043185821,17.8783232868354,4.97968923783835e-52,4.28587878078775e-50,107.633184253662,"Up","POLR2J3"
"SPRY1",-1.49141527309813,4.6456683541222,-17.8742535739933,5.17897666624973e-52,4.43985105935385e-50,107.594124389525,"Down","SPRY1"
"KHDRBS2",-1.71663898887762,4.36864787876977,-17.8684887348883,5.47499164256052e-52,4.67521345163747e-50,107.538796311082,"Down","KHDRBS2"
"ADNP",-0.524827701692441,10.0641226107943,-17.8487951755086,6.61977977074474e-52,5.63069158234245e-50,107.349796983932,"Not","ADNP"
"RNASE2",2.19032314176438,6.05933841566068,17.8193695556613,8.79106073845153e-52,7.44845710427168e-50,107.067427427935,"Up","RNASE2"
"CDCP1",1.83293075432105,2.9135721526858,17.8021801260302,1.03753402079989e-51,8.75670670655719e-50,106.902492967982,"Up","CDCP1"
"IGHV4-59",-2.12213306781456,6.87617048744403,-17.8014952269263,1.04440627442317e-51,8.78067437280481e-50,106.895921534723,"Down","IGHV4-59"
"DOCK8",-0.691525487520249,12.2786241196382,-17.7982766837076,1.07731532107701e-51,9.02251581401996e-50,106.865040685148,"Not","DOCK8"
"TRGJ1",-2.06499023617299,1.99375250742054,-17.7928626496187,1.13502777740794e-51,9.46943672530951e-50,106.81309578932,"Down","TRGJ1"
"CFAP57",2.37566448609977,1.32776267074425,17.7871159979532,1.19967043161041e-51,9.97054337722011e-50,106.757960915721,"Up","CFAP57"
"PRTG",2.18877404149439,0.316636127752201,17.7830247131521,1.24792276763394e-51,1.03321362225205e-49,106.718708893795,"Up","PRTG"
"ARHGEF4",-1.20188468937477,6.29238334914069,-17.755582115088,1.62574471255925e-51,1.34093148166582e-49,106.455441060961,"Down","ARHGEF4"
"RPAP3-DT",1.22818205935381,4.65598369590773,17.7507234912902,1.70367742848116e-51,1.39990852849725e-49,106.408833638578,"Up","RPAP3-DT"
"FRYL",-0.672562053282041,9.85615274426152,-17.7452879183232,1.79529829258654e-51,1.46964738049142e-49,106.356692892356,"Not","FRYL"
"SIK1B",-2.14364126002817,5.62425264995719,-17.7416196913624,1.85989648957507e-51,1.5168256951497e-49,106.321506128663,"Down","SIK1B"
"ACTB",1.49783927399556,15.9210928135062,17.7405648424774,1.87889907484741e-51,1.52660549831352e-49,106.311387799496,"Up","ACTB"
"PMAIP1",-1.39078698731119,6.87354377155909,-17.7377775756638,1.93004939825469e-51,1.56233552591063e-49,106.28465198776,"Down","PMAIP1"
"LINC00869",0.583699336338012,7.30124706563533,17.726803704319,2.14532813455077e-51,1.72025059096229e-49,106.179392487836,"Not","LINC00869"
"LINC02591",0.583699336338012,7.30124706563533,17.726803704319,2.14532813455077e-51,1.72025059096229e-49,106.179392487836,"Not","LINC02591"
"VXN",1.72173912712483,2.91775047611151,17.7266343493901,2.14883196666702e-51,1.72025059096229e-49,106.177768104987,"Up","VXN"
"KLHDC7B",1.17254957638319,5.7640816829199,17.6924499664996,2.98709267581185e-51,2.38003995509031e-49,105.849911181536,"Up","KLHDC7B"
"CXCL17",2.29543415833106,0.248156498295288,17.6921803947016,2.99486083901145e-51,2.38003995509031e-49,105.847325966145,"Up","CXCL17"
"EDA",1.8100932291913,4.093755584265,17.6704809428328,3.69120029256575e-51,2.92275950438616e-49,105.639237102564,"Up","EDA"
"LOC112268410",-2.0944034672229,1.37453562363155,-17.6450200203185,4.71720960542319e-51,3.72163909993079e-49,105.39510438458,"Down","LOC112268410"
"LOC100507283",-1.6803893763048,4.55451014823013,-17.6309205960371,5.40338232628331e-51,4.24760469872993e-49,105.259924469739,"Down","LOC100507283"
"MRAS",1.27692769795958,5.20805283097575,17.6215814305891,5.91195366509301e-51,4.63067593731656e-49,105.170389180522,"Up","MRAS"
"ABHD14B",0.729168932007342,7.94654773979464,17.5744141484162,9.31114535636018e-51,7.26703190447107e-49,104.71825570085,"Not","ABHD14B"
"ITPR1",-0.751553118466433,9.41625485069136,-17.5700219738889,9.71338516968659e-51,7.55389150249734e-49,104.676158857496,"Not","ITPR1"
"REG4",-2.24383700192585,3.91264694528715,-17.5688000117043,9.82835030426981e-51,7.61609707741904e-49,104.664447114067,"Down","REG4"
"HBG2",4.58998717089672,3.73725502400275,17.5574120183453,1.09673474857518e-50,8.46858125894489e-49,104.555303809194,"Up","HBG2"
"CHML",-1.33512692584285,6.81211250402646,-17.556160498568,1.11003046726138e-50,8.54095880728502e-49,104.543309544023,"Down","CHML"
"SLMAP",-0.705113256081138,9.54150727669868,-17.5470585505093,1.21169744679885e-50,9.29039151550882e-49,104.456080967664,"Not","SLMAP"
"SOCS3",1.4775731009653,8.32705800759273,17.5360353075445,1.34736406706745e-50,1.02766752181638e-48,104.350445112448,"Up","SOCS3"
"ROCK1",-0.951244414045199,10.9641267813376,-17.5358498212692,1.34977226746032e-50,1.02766752181638e-48,104.348667646922,"Not","ROCK1"
"WFIKKN1",1.8774138825066,3.9363238272636,17.4794588103737,2.32275811316438e-50,1.76230166948273e-48,103.808367763375,"Up","WFIKKN1"
"TNRC6C",-0.679644782398803,9.5419296094759,-17.4753992246653,2.41530788067229e-50,1.82615726047358e-48,103.769477853324,"Not","TNRC6C"
"SNRK",-0.653906704136125,10.4651863471061,-17.4685797669683,2.57914694127387e-50,1.94328458983524e-48,103.704150912913,"Not","SNRK"
"LOC401913",-2.30013537098607,1.93748525864009,-17.4677151792035,2.6006970701459e-50,1.95276478284231e-48,103.69586877346,"Down","LOC401913"
"TARP",-1.37122811012023,7.66080099952885,-17.455648185702,2.92094899428832e-50,2.17820768324069e-48,103.580279568308,"Down","TARP"
"TRGC1",-1.37122811012023,7.66080099952885,-17.455648185702,2.92094899428832e-50,2.17820768324069e-48,103.580279568308,"Down","TRGC1"
"LOC100130370",-2.1283964224084,1.4218060515862,-17.4493773212143,3.10264355563538e-50,2.30580421242186e-48,103.520214235157,"Down","LOC100130370"
"ATP8A1",-1.14754785595589,9.52109933977965,-17.4421642795471,3.3256486724173e-50,2.46312924632268e-48,103.451126834663,"Down","ATP8A1"
"ZNF236",-0.776853620705779,7.99052777123615,-17.4316529744824,3.67961811163683e-50,2.71605709765736e-48,103.350453181949,"Not","ZNF236"
"IL17RC",1.04036884676471,5.31176216138015,17.4262065631225,3.87759221407092e-50,2.8525192723444e-48,103.298291640204,"Up","IL17RC"
"OXR1",-1.02641516914705,8.663029877819,-17.4108235565094,4.49615004439384e-50,3.29641977160525e-48,103.150973588516,"Down","OXR1"
"MT1G",2.5827264931458,-0.151268527258447,17.3906460234171,5.45940642325651e-50,3.98921392169163e-48,102.957759256799,"Up","MT1G"
"GPBAR1",1.21293445000369,7.12773218537284,17.3811514623246,5.98152353121878e-50,4.3561095281702e-48,102.866849700242,"Up","GPBAR1"
"MAGEE1",-0.865518560568296,6.05754718227088,-17.3756276670849,6.30794895053518e-50,4.57851961326345e-48,102.813962138852,"Not","MAGEE1"
"LOC100506688",-2.97071836093989,1.88754556193039,-17.3508500111823,8.00554985166661e-50,5.79139029966912e-48,102.576749299163,"Down","LOC100506688"
"KDM5A",-0.427102512712016,10.8103956523932,-17.3424742528746,8.67712196135073e-50,6.25643479166928e-48,102.496570379308,"Not","KDM5A"
"GYPE",-1.87196875999435,4.83111609368964,-17.3073267698272,1.2166458512026e-49,8.74338726400545e-48,102.160156046108,"Down","GYPE"
"LINC02714",-2.55971571248829,1.83747471063118,-17.2958567483104,1.35850304635303e-49,9.73072494550567e-48,102.050385950721,"Down","LINC02714"
"MFAP5",2.21841298671813,-0.0956068280100427,17.2926631046949,1.40086420511667e-49,1.00012518250543e-47,102.01982357921,"Up","MFAP5"
"CYBC1",0.582891031640306,10.8972078628276,17.2919405241251,1.41063034119216e-49,1.00380639475357e-47,102.012908745623,"Not","CYBC1"
"ZBTB21",-0.899900688454967,7.47636125547048,-17.2763739323706,1.63836030711075e-49,1.16206174877318e-47,101.863949487758,"Not","ZBTB21"
"LOC102724770",-2.10523482950457,3.44257416586745,-17.2530820062981,2.0495119412866e-49,1.44896501693233e-47,101.641091763099,"Down","LOC102724770"
"RANBP2",-0.659147552523747,10.1449077930533,-17.2299086995519,2.56084160705167e-49,1.80460601920874e-47,101.419400928876,"Not","RANBP2"
"VAMP5",1.23964232498237,6.93315985355807,17.2259253668006,2.66077993199316e-49,1.86898332319842e-47,101.381297032971,"Up","VAMP5"
"GNRHR",-2.01624987594227,3.38911517069559,-17.2110053875301,3.07100565963285e-49,2.15019769255644e-47,101.238583521119,"Down","GNRHR"
"RNU6-242P",-2.03240228698699,2.30103023937814,-17.1963636957609,3.53496568942531e-49,2.46711147074475e-47,101.098545060156,"Down","RNU6-242P"
"FCRL1",-1.46652383713248,9.06272126920783,-17.1629427316153,4.87349901550701e-49,3.39042942692221e-47,100.778944240238,"Down","FCRL1"
"HACE1",-0.916602911572279,7.23186465055164,-17.1497562084693,5.53166889246409e-49,3.83605382590464e-47,100.652862175829,"Not","HACE1"
"MED1",-0.527675767062785,9.28014728874735,-17.1317275514921,6.57757391352371e-49,4.54687847514219e-47,100.480500105958,"Not","MED1"
"ARID4B",-0.877844701595672,10.4516703315395,-17.1264455296408,6.91988563667454e-49,4.76657253919587e-47,100.43000550818,"Not","ARID4B"
"AFAP1L1",-2.67033875802876,3.21381366857976,-17.1261558370992,6.9391664520096e-49,4.76657253919587e-47,100.4272361829,"Down","AFAP1L1"
"ATP5PDP3",3.30314765432846,-0.989667890797086,17.120069375182,7.35690425608191e-49,5.03762862189256e-47,100.369053691635,"Up","ATP5PDP3"
"NIN",-0.604479121431096,10.9849644044037,-17.1128602438929,7.88432411528963e-49,5.38185447054645e-47,100.300142303819,"Not","NIN"
"SLC24A4",1.14034617132767,8.41684297667169,17.100926471329,8.8417299255973e-49,6.01652091030879e-47,100.186075877073,"Up","SLC24A4"
"RNA5SP474",-1.93295587550271,2.45470741142173,-17.0982552588016,9.07146999431635e-49,6.1536217796336e-47,100.160544920468,"Down","RNA5SP474"
"TMEM252-DT",-2.16565483497712,4.44744072133356,-17.0918611077936,9.64592746920932e-49,6.52298356031158e-47,100.099432684221,"Down","TMEM252-DT"
"SLC5A11",2.54920141205312,1.98526870279582,17.0835778468414,1.04444849144093e-48,7.04113495390906e-47,100.020269193837,"Up","SLC5A11"
"TRPC6",2.42557024011054,2.86913521752144,17.060367990175,1.30517008509004e-48,8.77162919840605e-47,99.7984755132576,"Up","TRPC6"
"MTIF2P1",-2.50057247108056,2.76304199991089,-17.0487425425163,1.45927464894302e-48,9.77714014791823e-47,99.6873959603649,"Down","MTIF2P1"
"IL12RB1",0.665385702006684,8.42151598784142,17.0377930255782,1.62100858860968e-48,1.08274423364956e-46,99.5827830612679,"Not","IL12RB1"
"PSMB9",0.907472846112741,9.92048792592599,17.0259414789404,1.81631132629066e-48,1.20948560030517e-46,99.4695611221835,"Not","PSMB9"
"CFAP43",-2.12998810169357,3.12603048150314,-16.976356526774,2.92313459729407e-48,1.94058706878288e-46,98.9959622339198,"Down","CFAP43"
"BCL7A",-1.05678527366933,7.44593762140485,-16.9608710749798,3.3913596350424e-48,2.24458529036621e-46,98.8480912824443,"Down","BCL7A"
"RAB34",0.897063303795052,6.60530025018177,16.9544880444476,3.60552654868172e-48,2.37910123022862e-46,98.7871444325592,"Not","RAB34"
"PPTC7",-0.636555708476079,9.46670117075816,-16.94988032307,3.76847799123262e-48,2.47911203199668e-46,98.7431504723089,"Not","PPTC7"
"SRPK2",-0.535513829653116,10.4573787442227,-16.9450625044588,3.94673462916258e-48,2.58855863102455e-46,98.6971521227948,"Not","SRPK2"
"LOC284798",-2.09063657633171,2.69920128898012,-16.9371161313693,4.2593418984084e-48,2.78520029543072e-46,98.6212873222554,"Down","LOC284798"
